Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Low Fat,FDZ33,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0,10.195,1.472.076,4
Low Fat,FDZ10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.074422769,17.85,128.002,4
Low Fat,FDM34,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.112893408,19,1.310.626,4
Low Fat,FDS10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.058893461,19.2,1.789.318,4
Low Fat,DRF36,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.039463564,16.1,1.899.846,4
Regular,FDL13,Breakfast,2011,OUT010,Tier 3,High,Grocery Store,0.094265737,13.85,233.93,4
Regular,FDY02,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.146701312,8.945,262.291,4
Regular,FDH40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.132111921,11.6,822.276,4
Regular,FDW19,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.064441812,12.35,110.957,4
Regular,FDE33,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.083079826,19.35,803.644,4
Regular,FDU15,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.044526443,13.65,379.532,4
Regular,FDR27,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.160852421,15.1,1.313.942,4
Regular,FDI21,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.094741514,5.59,631.168,4
Regular,FDL58,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.124110349,5.78,2.623.568,4
Regular,DRB13,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.01179078,6.115,189.053,4
Regular,DRB48,Soft Drinks,2011,OUT010,Tier 3,Small,Grocery Store,0.041599644,16.75,409.822,4
reg,FDQ19,Fruits and Vegetables,2011,OUT010,Tier 3,Small,Grocery Store,0.024044279,7.35,2.410.512,4
LF,FDT48,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.045916788,4.92,1.988.084,4
LF,FDW25,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.03736783,5.175,869.224,4
LF,FDW01,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0,14.5,1.544.682,4
LF,FDD57,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.022380952,18.1,936.094,4
LF,FDD35,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.025842905,12.15,119.844,4
Low Fat,FDB60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.028498354,9.3,1.958.136,4
Low Fat,FDR60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.13030659,14.3,757.328,4
Low Fat,FDU59,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.096306016,5.78,1.619.552,4
Low Fat,FDP23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0,6.71,2.189.166,4
Low Fat,FDU23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.021705417,12.15,1.635.184,4
Low Fat,FDC39,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.159062948,7.405,2.089.296,4
Low Fat,FDV50,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.122469209,14.3,121.973,4
Low Fat,FDF52,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.066727717,9.3,1.816.292,4
Low Fat,FDL04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.111830282,19,1.054.622,4
Low Fat,FDS55,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.081096635,7.02,1.484.734,4
Low Fat,FDB20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.05193741,7.72,779.986,4
Low Fat,FDW08,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.14825809,12.1,108.428,4
Low Fat,FDL56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.125675936,14.1,869.198,4
Low Fat,FDI20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.038531668,19.1,2.106.586,4
Low Fat,FDA44,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.053178425,19.7,55.993,4
Low Fat,DRH11,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.075495088,5.98,553.614,4
Low Fat,DRI47,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.02090277,14.7,1.445.128,4
Low Fat,DRJ47,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.04421348,18.25,173.408,4
Low Fat,NCL53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.036204764,7.5,1.761.028,4
Low Fat,NCM17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.071076672,7.93,449.086,4
Low Fat,NCV53,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.018797945,8.27,241.288,4
Low Fat,NCQ17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0,10.3,154.663,4
Low Fat,NCN17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.05489331,11,1.019.358,4
Low Fat,NCY17,Health and Hygiene,2000,OUT013,Tier 3,High,Supermarket Type1,0.162960415,18.2,435.086,4
Low Fat,NCK06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.008639333,5.03,1.222.756,4
Low Fat,NCH18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.044624064,9.3,2.454.802,4
Low Fat,NCA18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.056030907,10.1,1.151.492,4
Low Fat,NCR06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.006759519,12.5,428.112,4
Low Fat,NCQ18,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.134960397,15.75,101.37,4
Low Fat,NCU06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.074345142,17.6,230.901,4
Low Fat,NCR50,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.01181025,20.2,154.634,4
Low Fat,FDH58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.036908933,12.3,1.159.834,4
Low Fat,FDR09,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.077659918,18.25,2.602.962,4
Low Fat,DRE13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.027682047,6.28,855.198,4
Low Fat,DRE60,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.159201868,9.395,226.072,4
Low Fat,DRH25,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.014580886,18.7,502.324,4
Regular,FDW60,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.017047751,5.44,174.637,4
Regular,FDB12,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.105220024,11.15,1.027.648,4
Regular,FDX11,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.106663245,16,1.797.634,4
Regular,FDN23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.075444922,6.575,1.460.444,4
Regular,FDT23,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.074669288,7.72,763.986,4
Regular,FDX49,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.101747034,4.615,231.33,4
Regular,FDZ37,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0,8.1,885.198,4
Regular,FDV37,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.083444376,13,1.958.426,4
Regular,FDZ25,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.027594064,15.7,171.179,4
Regular,FDC52,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.00827301,11.15,1.504.708,4
Regular,FDV16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.082861686,7.75,326.558,4
Regular,FDM04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.047081398,9.195,511.666,4
Regular,FDS04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.146540889,10.195,1.417.838,4
Regular,FDZ16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.159722816,16.85,1.941.478,4
Regular,FDC33,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.068880971,8.96,1.953.768,4
Regular,FDW31,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.043122189,11.35,1.979.742,4
Regular,FDW55,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.021951613,12.6,2.509.092,4
Regular,FDJ20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.100091576,20.7,1.255.388,4
Regular,FDP03,Meat,2000,OUT013,Tier 3,High,Supermarket Type1,0.06112617,5.15,1.225.388,4
Regular,FDH46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.041247932,6.935,1.018.332,4
Regular,FDM58,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.079624087,16.85,1.116.544,4
Regular,DRC36,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0,13,1.736.054,4
Regular,DRA24,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.039895009,19.35,1.624.868,4
Regular,FDH47,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.128709014,13.5,961.068,4
low fat,FDV47,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.054162439,17.1,853.566,4
reg,FDE35,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.043863865,7.06,595.904,4
LF,FDN01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.072693696,8.895,175.937,4
LF,NCD31,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015497337,12.1,1.655.526,4
LF,DRE37,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094603404,13.5,1.870.872,4
Low Fat,FDB60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028638276,9.3,1.958.136,4
Low Fat,FDW48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008575615,18,802.618,4
Low Fat,FDT59,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.015976249,13.65,2.302.668,4
Low Fat,FDS01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017817285,11.6,1.770.686,4
Low Fat,FDG26,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04282359,18.85,254.433,4
Low Fat,FDQ14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062038986,9.27,148.005,4
Low Fat,FDV50,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123070513,14.3,121.173,4
Low Fat,DRF51,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.166513779,15.75,380.506,4
Low Fat,FDB52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030559583,17.75,2.574.672,4
Low Fat,FDX28,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.125688044,6.325,1.009.042,4
Low Fat,FDK40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021938404,7.035,264.691,4
Low Fat,FDU40,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037556341,20.85,1.953.478,4
Low Fat,FDX43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085622362,5.655,167.25,4
Low Fat,FDY31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043740308,5.98,1.453.418,4
Low Fat,FDV07,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031410378,9.5,1.103.228,4
Low Fat,FDU08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027426689,10.3,973.042,4
Low Fat,FDC20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024069113,10.65,562.272,4
Low Fat,FDH57,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035893143,10.895,1.313.284,4
Low Fat,FDX08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022696131,12.85,1.799.318,4
Low Fat,FDY43,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.098803088,14.85,1.697.474,4
Low Fat,FDL44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012325122,18.25,1.628.894,4
Low Fat,FDP20,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045855273,19.85,127.102,4
Low Fat,FDE32,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048957533,20.7,378.506,4
Low Fat,NCN41,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052421981,17,123.773,4
Low Fat,NCZ18,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.186825823,7.825,2.535.698,4
Low Fat,NCF30,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.126758324,17,1.245.362,4
Low Fat,NCT06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0,17.1,1.670.842,4
Low Fat,NCJ42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014359584,19.75,1.008.332,4
Low Fat,FDS03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079952983,7.825,627.826,4
Low Fat,FDV51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.032671446,16.35,1.654.842,4
Low Fat,NCN55,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.059732844,14.6,2.412.538,4
Low Fat,NCJ19,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.118661426,18.6,587.588,4
Low Fat,FDL10,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039653081,8.395,995.042,4
Low Fat,FDX09,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.065515067,9,178.137,4
Low Fat,FDT34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.175060504,9.3,1.067.964,4
Low Fat,FDK33,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011281018,17.85,213.756,4
Low Fat,DRI13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020409765,15.35,2.183.508,4
Regular,FDQ11,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06797671,5.695,2.574.988,4
Regular,FDZ35,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02236923,9.6,104.799,4
Regular,FDM01,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094952408,7.895,1.011.332,4
Regular,FDN38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09234651,6.615,2.518.408,4
Regular,FDV13,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027723342,17.35,896.856,4
Regular,FDV01,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085296625,19.2,1.534.314,4
Regular,FDB38,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027458099,19.5,158.792,4
Regular,FDW14,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038367194,8.3,871.198,4
Regular,FDB03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.157470693,17.75,2.391.538,4
Regular,FDT52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047622786,9.695,2.462.144,4
Regular,FDR44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.103340142,6.11,1.312.968,4
Regular,FDO56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045165796,10.195,1.184.808,4
Regular,FDD21,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030693756,10.3,1.142.176,4
Regular,FDQ55,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013091186,13.65,1.148.834,4
Regular,FDY56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062665642,16.35,2.256.062,4
Regular,FDX56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07436116,17.1,2.061.638,4
Regular,FDW39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037060755,6.69,176.837,4
Regular,FDZ57,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037918142,10,1.296.994,4
Regular,FDO21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009802791,11.6,2.230.404,4
Regular,FDY22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.160371305,16.5,1.439.128,4
low fat,DRK11,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010808272,8.21,1.505.392,4
LF,FDU23,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.021618297,0,1.671.184,4
LF,DRC49,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.065119701,0,1.457.128,4
Low Fat,FDK36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.007180374,0,474.034,4
Low Fat,FDO24,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.175362333,0,1.589.604,4
Low Fat,FDT36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.110735739,0,352.874,4
Low Fat,FDV36,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.026174636,0,127.102,4
Low Fat,FDP23,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.035414528,0,2.182.166,4
Low Fat,FDU11,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.092145264,0,1.207.098,4
Low Fat,FDU35,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.078831762,0,98.97,4
Low Fat,FDU59,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.095919472,0,1.626.552,4
Low Fat,FDR14,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.173206192,0,533.298,4
Low Fat,FDU14,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.034584356,0,248.375,4
Low Fat,FDA16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.033777629,0,2.228.456,4
Low Fat,FDF52,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.066459891,0,1.842.292,4
Low Fat,FDG29,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.056019324,0,400.454,4
Low Fat,FDG52,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.065313024,0,471.402,4
Low Fat,FDA56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.008722342,0,1.235.414,4
Low Fat,FDQ56,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.105085956,0,823.908,4
Low Fat,FDZ20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,0,2.530.356,4
Low Fat,NCO05,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.046333982,0,972.384,4
Low Fat,NCT29,Health and Hygiene,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.063800266,0,1.230.414,4
Low Fat,NCJ42,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014232071,0,1.009.332,4
Low Fat,NCL30,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.048703432,0,1.259.336,4
Low Fat,NCO06,Household,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.107507291,0,348.558,4
Low Fat,FDS39,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.022351808,0,1.437.812,4
Low Fat,NCN14,Others,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.09147267,0,1.846.608,4
Low Fat,FDH21,Seafood,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.031073804,0,1.575.604,4
Low Fat,FDC58,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,0,457.428,4
Low Fat,FDM34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.067120954,0,1.329.626,4
Low Fat,FDO34,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.029793955,0,1.672.816,4
Low Fat,FDT21,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,0,2.488.092,4
Low Fat,DRM48,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.112349962,0,391.848,4
Low Fat,DRZ24,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0,0,121.044,4
Regular,FDQ48,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.034244601,0,972.726,4
Regular,FDY60,Baking Goods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.02624324,0,1.438.128,4
Regular,FDX47,Breads,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.03443677,0,1.565.288,4
Regular,FDG38,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.052473797,0,836.224,4
Regular,FDQ25,Canned,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.028139761,0,1.737.422,4
Regular,FDF40,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.022403117,0,2.509.092,4
Regular,FDU50,Dairy,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.074806196,0,1.129.176,4
Regular,FDG05,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.087421738,0,154.463,4
Regular,FDT16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.048426708,0,2.587.278,4
Regular,FDV04,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.149288779,0,1.584.288,4
Regular,FDY16,Frozen Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.091780142,0,1.825.266,4
Regular,FDB57,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.01871404,0,2.234.772,4
Regular,FDC08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.102949031,0,225.272,4
Regular,FDK08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.121712459,0,1.012.016,4
Regular,FDN08,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.087936752,0,1.159.466,4
Regular,FDQ19,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.014295564,0,2.426.512,4
Regular,FDU43,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.057762301,0,2.373.564,4
Regular,FDW55,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.021863506,0,2.470.092,4
Regular,FDZ31,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.112668963,0,1.910.504,4
Regular,FDH31,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.020312314,0,981.042,4
Regular,FDO39,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.136701678,0,1.821.608,4
Regular,FDQ51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.017466284,0,454.718,4
Regular,FDZ51,Meat,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.054288646,0,966.094,4
Regular,FDL09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.127416049,0,1.674.816,4
Regular,FDO09,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.124668026,0,261.091,4
Regular,FDO45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.037768989,0,885.856,4
Regular,FDP45,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.030476541,0,2.522.724,4
Regular,DRA59,Soft Drinks,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.127308434,0,1.866.924,4
Regular,FDB23,Starchy Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.005561538,0,2.240.062,4
Regular,FDE11,Starchy Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.134441765,0,1.839.924,4
Low Fat,FDU02,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10249212,13.35,2.305.352,3.9
Low Fat,NCB30,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.025698134,14.6,1.965.084,3.9
Low Fat,FDC37,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.057556998,0,1.076.938,3.9
Low Fat,DRH01,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.097904029,17.5,1.748.738,3.9
Regular,FDV20,Fruits and Vegetables,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.059511812,0,1.280.678,3.9
LF,FDM39,Dairy,2011,OUT010,Tier 3,Small,Grocery Store,0.089498926,6.42,1.781.002,3.9
Low Fat,NCP05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0,19.6,1.533.024,3.9
Low Fat,NCX54,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.048157338,9.195,1.061.622,3.9
Low Fat,FDH19,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033082215,19.35,1.725.738,3.9
Low Fat,FDV25,Canned,2015,OUT045,Tier 2,Small,Supermarket Type1,0,5.905,2.225.456,3.9
Low Fat,FDD58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.059352241,7.76,101.87,3.9
low fat,FDV45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045230944,16.75,1.879.556,3.9
Low Fat,FDL40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.01161096,17.7,95.041,3.9
Low Fat,FDX44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,0.043209581,9.3,908.172,3.9
Low Fat,NCC30,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027622076,16.6,1.776.344,3.9
Regular,FDS31,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.044155597,13.1,1.788.318,3.9
Low Fat,FDV39,Meat,2015,OUT045,Tier 2,Small,Supermarket Type1,0.007294652,11.3,1.981.426,3.9
LF,DRF36,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.023625114,16.1,1.893.846,3.9
Low Fat,FDZ10,Snack Foods,1998,OUT027,Tier 3,Medium,Supermarket Type3,0.044248175,0,126.202,3.9
Low Fat,FDK36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00721395,7.09,479.034,3.9
Regular,FDV20,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.104704537,0,1.252.678,3.9
Low Fat,NCJ29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.035264298,10.6,861.224,3.9
Regular,FDW07,Fruits and Vegetables,2015,OUT045,Tier 2,Small,Supermarket Type1,0.142978223,18,874.514,3.9
Low Fat,NCR05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054630834,10.1,2.002.084,3.9
Low Fat,FDW28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,18.25,1.968.452,3.9
